Title,Directed by,Produced by,Starring,Lead,Cinematography,Production companies,Distributed by,Release_date_dt,Release_month,Running_time_min,Country,Language,Budget,Box_office,Box_office_opening,Rating
The Book of Love,Bill Purple,"['Jessica Biel', 'Mike Landry', 'Chuck Pacheco', 'Michelle Purple', 'Carlos Velazquez']","['Jason Sudeikis', 'Jessica Biel', 'Maisie Williams', 'Mary Steenburgen', 'Orlando Jones', 'Paul Reiser']",Jason Sudeikis,James M. Muro,"['C Plus Pictures', 'Campfire', 'Iron Ocean Films', 'Nine Nights']",Electric Entertainment,2016-04-14,4.0,107.0,United States,English,,,,PG-13
Split,M. Night Shyamalan,"['M. Night Shyamalan', 'Jason Blum', 'Marc Bienstock']","['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley']",James McAvoy,Mike Gioulakis,"['Blinding Edge Pictures', 'Blumhouse Productions']",Universal Pictures,2016-09-26,9.0,,United States,English,9000000.0,278500000.0,40010975.0,PG-13
XXX: Return of Xander Cage,D. J. Caruso,"['Joe Roth', 'Jeff Kirschenbaum', 'Vin Diesel', 'Samantha Vincent']","['Vin Diesel', 'Donnie Yen', 'Deepika Padukone', 'Kris Wu', 'Ruby Rose', 'Tony Jaa', 'Nina Dobrev', 'Toni Collette', 'Samuel L. Jackson']",Vin Diesel,Russell Carpenter,"['Paramount Pictures', 'Revolution Studios', 'One Race Films', 'Roth/Kirschenbaum Films']",Paramount Pictures,2017-01-05,1.0,107.0,United States,English,85000000.0,346100000.0,20130142.0,PG-13
The Resurrection of Gavin Stone,Dallas Jenkins,"['Fred Adams', 'John Bolin', 'Larry Douglas', 'Jamie Elliott', 'Michael J. Luisi', 'Ralph E. Portillo']","['Brett Dalton', 'Anjelah Johnson-Reyes', 'Neil Flynn', 'Shawn Michaels', 'D. B. Sweeney']",Brett Dalton,Lyn Moncrief,"['Vertical Church Films', 'Power in Faith', 'Walden Media']","['WWE Studios', 'BH Tilt']",2017-01-20,1.0,92.0,United States,English,2000000.0,2300000.0,1206771.0,PG
Trespass Against Us,Adam Smith,"['Andrea Calderwood', 'Gail Egan', 'Alastair Siddons']","['Michael Fassbender', 'Brendan Gleeson', 'Lyndsey Marshal', 'Killian Scott', 'Rory Kinnear', 'Sean Harris']",Michael Fassbender,Eduard Grau,"['Film4', 'BFI', 'Protagonist Pictures', 'Animal Kingdom', 'Lipsync LLP', 'Westgrove Partners', 'DMC Film', 'Potboiler Productions', 'Albert Granville']","['Lionsgate (United Kingdom)', 'A24 (United States)']",2016-09-09,9.0,99.0,,English,,,1620.0,R
Sophie and the Rising Sun,Maggie Greenwald,"['Nancy Dickenson', 'Lorraine Gallard', 'Brenda Goodman', 'Maggie Greenwald']","['Julianne Nicholson', 'Takashi Yamaguchi', 'Margo Martindale', 'Diane Ladd', 'Lorraine Toussaint', 'Karen Wheeling Reynolds']",Julianne Nicholson,Wolfgang Held,['Sophie Film'],Monterey Media,2016-01-22,1.0,116.0,United States,English,,,,R
A Dog's Purpose,Lasse Hallström,Gavin Polone,"['Britt Robertson', 'KJ Apa', 'John Ortiz', 'Dennis Quaid', 'Josh Gad']",Britt Robertson,Terry Stacey,"['Amblin Entertainment', 'Reliance Entertainment', 'Walden Media', 'Pariah Entertainment Group']","['Universal Pictures', '(Worldwide)', 'Mister Smith Entertainment', '(', 'EMEA', ')']",2017-01-27,1.0,100.0,United States,English,22000000.0,205700000.0,18222810.0,PG
Resident Evil: The Final Chapter,Paul W. S. Anderson,"['Jeremy Bolt', 'Paul W. S. Anderson', 'Robert Kulzer', 'Samuel Hadida']","['Milla Jovovich', 'Iain Glen', 'Ali Larter', 'Shawn Roberts', 'Eoin Macken', 'Fraser James', 'Ruby Rose', 'Rola', 'William Levy']",Milla Jovovich,Glen MacPherson,"['Screen Gems', 'Constantin Film', 'Davis Films', 'Impact Pictures']","['Sony Pictures Releasing', '(Worldwide)', 'Constantin Film (Germany)', 'Metropolitan Filmexport', '(France)']",2016-12-23,12.0,106.0,,English,40000000.0,312200000.0,13601682.0,R
Lost in Florence,Evan Oppenheimer,"['Wendy Blackstone', 'Michael Mailer', 'Edward Schmidt', 'Alessandro Penazzi']","['Brett Dalton', 'Stana Katic', 'Alessandra Mastronardi', 'Marco Bonini', 'Alessandro Preziosi', 'Emily Atack', 'Federico Marignetti']",Brett Dalton,Gherardo Gossi,"['Michael Mailer Films', 'Black Sand Pictures']","['Orion Pictures', 'Gunpowder & Sky']",2017-01-27,1.0,95.0,,,,,925087.0,R
I Am Michael,Justin Kelly,"['Vince Jolivette', 'Michael Mendelsohn', 'James Franco', 'Scott Reed', 'Ron Singer']","['James Franco', 'Zachary Quinto', 'Emma Roberts', 'Charlie Carver']",James Franco,Christopher Blauvelt,"['Rabbit Bandini Productions', 'Patriot Pictures, LLC.']",Brainstorm Media,2015-01-29,1.0,101.0,United States,English,2500000.0,,,Unknown
iBoy,Adam Randall,"['Gail Mutrux', 'Nate Bolotin', 'Emily Leo', 'Oliver Roskill', 'Lucan Toh']","['Bill Milner', 'Maisie Williams', 'Jordan Bolger', 'Charley Palmer Rothwell', 'Aymen Hamdouchi', 'Miranda Richardson', 'Rory Kinnear']",Bill Milner,Eben Bolter,"['XYZ Films', 'Wigwam Films', 'Pretty Pictures']",Netflix,2017-01-27,1.0,91.0,United Kingdom,English,,,68957.0,R
Rings,F. Javier Gutiérrez,"['Walter F. Parkes', 'Laurie MacDonald']","['Matilda Lutz', 'Alex Roe', 'Johnny Galecki', 'Aimee Teegarden', 'Bonnie Morgan', ""Vincent D'Onofrio""]",Matilda Lutz,Sharone Meir,"['Parkes + MacDonald Imagenation', 'Vertigo Entertainment']",Paramount Pictures,2017-02-03,2.0,102.0,United States,English,25000000.0,83100000.0,13002632.0,PG-13
The Space Between Us,Peter Chelsom,['Richard Barton Lewis'],"['Gary Oldman', 'Asa Butterfield', 'Carla Gugino', 'Britt Robertson']",Gary Oldman,Barry Peterson,"['Huayi Brothers Pictures', 'Los Angeles Media Fund', 'Southpaw Entertainment', 'Scarlet Fire Entertainment', 'Virgin Produced', 'STXfilms']",STXfilms,2017-02-03,2.0,121.0,United States,,30000000.0,16079999.999999998,3775596.0,PG-13
Youth in Oregon,Joel David Moore,"['Joey Carey', 'Morgan White', 'Stefan Nowicki']","['Frank Langella', 'Billy Crudup', 'Christina Applegate', 'Nicola Peltz', 'Mary Kay Place', 'Josh Lucas']",Frank Langella,Ross Riege,"['Sundial Pictures', 'Campfire']","['Orion Pictures', 'Samuel Goldwyn Films']",2016-04-16,4.0,105.0,United States,English,,,6888334.0,R
I Am Not Your Negro,Raoul Peck,"['Rémi Grellety', 'Hébert Peck', 'Raoul Peck']",,,,"['Velvet Film', 'Artemis Productions', 'Close Up Films']","['Magnolia Pictures', 'Amazon Studios']",2016-09-10,9.0,95.0,,English,1000000.0,7700000.0,686378.0,PG-13
Growing Up Smith,Frank Lotito,"['Anjul Nigam', 'Frank Lotito', 'Steve Straka']","['Jason Lee', 'Anjul Nigam', 'Brighton Sharbino', 'Hilarie Burton', 'Roni Akurati', '']",Jason Lee,Thomas Scott Stanton,"['Brittany House Pictures', 'Emedia Films', 'Quixotic Road']",Good Deed Entertainment,2015-06-01,6.0,103.0,United States,English,2000000.0,,14867.0,PG-13
The Lego Batman Movie,Chris McKay,"['Dan Lin', 'Phil Lord', 'Christopher Miller', 'Roy Lee']","['Will Arnett', 'Zach Galifianakis', 'Michael Cera', 'Rosario Dawson', 'Ralph Fiennes']",Will Arnett,,"['Warner Animation Group', 'DC Entertainment', 'RatPac Entertainment', 'Lego System A/S', 'Lin Pictures', 'Lord Miller Productions', 'Vertigo Entertainment']",Warner Bros. Pictures,2017-01-29,1.0,104.0,,English,80000000.0,312000000.0,53003468.0,PG
Fifty Shades Darker,James Foley,"['Michael De Luca', 'E. L. James', 'Dana Brunetti', 'Marcus Viscidi']","['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Rita Ora', 'Victor Rasuk', 'Kim Basinger', 'Marcia Gay Harden']",Dakota Johnson,John Schwartzman,"['Perfect World Pictures', 'Michael De Luca Productions', 'Trigger Street Productions']",Universal Pictures,2017-02-07,2.0,118.0,United States,English,55000000.0,381000000.0,46607250.0,R
John Wick: Chapter 2,Chad Stahelski,"['Basil Iwanyk', 'Erica Lee']","['Keanu Reeves', 'Common', 'Laurence Fishburne', 'Riccardo Scamarcio', 'Ruby Rose', 'Lance Reddick', 'Peter Stormare', 'Bridget Moynahan', 'Franco Nero', 'John Leguizamo', 'Ian McShane']",Keanu Reeves,Dan Laustsen,"['Summit Entertainment', 'Thunder Road Pictures', '87Eleven Productions', 'Company Films']",Lionsgate,2017-01-30,1.0,122.0,United States,English,40000000.0,171500000.0,30436123.0,R
The Great Wall,Zhang Yimou,"['Thomas Tull', 'Charles Roven', 'Jon Jashni', 'Peter Loehr']","['Matt Damon', 'Jing Tian', 'Pedro Pascal', 'Willem Dafoe', 'Andy Lau']",Matt Damon,"['Stuart Dryburgh', 'Zhao Xiaoding']","['Legendary East', 'Atlas Entertainment', 'China Film Group', 'Le Vision Pictures']","['China Film Group', 'Universal Pictures']",2016-12-06,12.0,103.0,,,150000000.0,334900000.0,18469620.0,PG-13
A Cure for Wellness,Gore Verbinski,"['Arnon Milchan', 'Gore Verbinski', 'David Crockett']","['Dane DeHaan', 'Jason Isaacs', 'Mia Goth']",Dane DeHaan,Bojan Bazelli,"['Regency Enterprises', 'Blind Wink Productions', 'New Regency Productions']",20th Century Fox,2016-12-10,12.0,146.0,,English,40000000.0,26600000.0,4356941.0,R
Fist Fight,Richie Keen,"['Shawn Levy', 'Max Greenfield', 'John Rickard', 'Dan Cohen']","['Ice Cube', 'Charlie Day', 'Tracy Morgan', 'Jillian Bell', 'Dean Norris', 'Christina Hendricks', 'Kumail Nanjiani', 'Dennis Haysbert']",Ice Cube,Eric Alan Edwards,"['New Line Cinema', 'Village Roadshow Pictures', '21 Laps Entertainment', 'Wrigley Pictures', 'RatPac-Dune Entertainment']",Warner Bros. Pictures,2017-02-13,2.0,90.0,United States,English,22000000.0,41100000.0,12201873.0,R
American Fable,Anne Hamilton,"['Anne Hamilton', 'Kishori Rajan']","['Peyton Kennedy', 'Richard Schiff', 'Kip Pardue', 'Marci Miller', 'Gavin MacIntosh', 'Zuleikha Robinson']",Peyton Kennedy,Wyatt Garfield,,IFC Midnight,2016-03-13,3.0,96.0,United States,English,,,,Unknown
XX,"['Jovanka Vuckovic', 'Annie Clark', 'Roxanne Benjamin', 'Karyn Kusama']","['Todd Brown', 'Nwick Spicer']","['Natalie Brown', 'Melanie Lynskey', 'Breeda Wool', 'Christina Kirk']",Natalie Brown,"['Ian Anderson', 'Tarin Anderson', 'Patrick Cady']",['XYZ Films'],Magnet Releasing,2017-01-22,1.0,80.0,United States,English,2000000.0,,6222.0,R
Lovesong,So Yong Kim,"['Alex Lipschultz', 'Bradley Rust Gray', 'David Hanson', 'Johnny MacDonald']","['Jena Malone', 'Riley Keough', 'Brooklyn Decker', 'Amy Seimetz', 'Marshall Chapman', 'Ryan Eggold', 'Rosanna Arquette']",Jena Malone,"['Guy Godfree', 'Kat Westergaard']","['Autumn Productions', 'Gamechanger Films', 'Monofonus Press']",Strand Releasing,2016-01-24,1.0,84.0,United States,English,,,1718.0,Unknown
Get Out,Jordan Peele,"['Sean McKittrick', 'Jason Blum', 'Edward H. Hamm Jr.', 'Jordan Peele']","['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Caleb Landry Jones', 'Stephen Root', 'Lakeith Stanfield', 'Catherine Keener']",Daniel Kaluuya,Toby Oliver,"['Blumhouse Productions', 'QC Entertainment', 'Monkeypaw Productions']",Universal Pictures,2017-01-23,1.0,104.0,United States,English,4500000.0,255400000.0,,R
Rock Dog,Ash Brannon,"['Amber Wang', 'David B. Miller', 'Rob Feng', 'Joyce Lou', 'Zheng Jun']","['Luke Wilson', 'Eddie Izzard', 'J. K. Simmons', 'Lewis Black', 'Kenan Thompson', 'Mae Whitman', 'Jorge Garcia', 'Matt Dillon', 'Sam Elliott', 'Liza Richardson', 'Ash Brannon', 'Will Finn']",Luke Wilson,,"['Mandoo Pictures', 'Huayi Tencent Entertainment Company', 'Eracme Entertainment', 'Dream Factory Group']","['Huayi Brothers (China)', 'Summit Premiere (United States; through Lionsgate )']",2016-06-15,6.0,80.0,,,60000000.0,24100000.0,3704749.0,PG
Collide,Eran Creevy,"['Joel Silver', 'Ben Pugh', 'Rory Aitken', 'Brian Kavanaugh-Jones', 'Daniel Hetzer']","['Nicholas Hoult', 'Felicity Jones', 'Marwan Kenzari', 'Ben Kingsley', 'Anthony Hopkins']",Nicholas Hoult,Ed Wild,"['IM Global', 'Sycamore Pictures', 'DMG Yinji', 'Silver Pictures', 'Hands-on Producers GmbH', '42', 'Automatik']","['Open Road Films', '(United States)', 'Univesum Film', '(Germany)']",2016-08-04,8.0,99.0,,English,21500000.0,6800000.0,1512824.0,PG-13
The Girl with All the Gifts,Colm McCarthy,"['Camille Gatin', 'Angus Lamont']","['Gemma Arterton', 'Paddy Considine', 'Glenn Close', 'Sennia Nanua']",Gemma Arterton,Simon Dennis,"['British Film Institute', 'Creative England', 'Altitude Film Entertainment', 'Poison Chef']",Warner Bros. Pictures,2016-08-03,8.0,111.0,United Kingdom,English,,4080000.0,,R
Logan,James Mangold,"['Hutch Parker', 'Simon Kinberg', 'Lauren Shuler Donner']","['Hugh Jackman', 'Patrick Stewart', 'Richard E. Grant', 'Boyd Holbrook', 'Stephen Merchant', 'Dafne Keen']",Hugh Jackman,John Mathieson,"['20th Century Fox', 'Marvel Entertainment', 'Kinberg Genre', 'Hutch Parker', ""The Donners' Company"", 'TSG Entertainment']",20th Century Fox,2017-02-17,2.0,137.0,United States,English,97000000.0,619000000.0,88411916.0,R
The Shack,Stuart Hazeldine,"['Gil Netter', 'Brad Cummings']","['Sam Worthington', 'Octavia Spencer', 'Avraham Aviv Alush', 'Radha Mitchell', 'Alice Braga', 'Graham Greene', 'Tim McGraw', 'Sumire Matsubara']",Sam Worthington,Declan Quinn,"['Summit Entertainment', 'Gil Netter Productions', 'Windblown Media']",Lionsgate,2017-03-03,3.0,132.0,United States,English,20000000.0,96900000.0,16172119.0,PG-13
Before I Fall,Ry Russo-Young,"['Matthew Kaplan', 'Brian Robbins', 'Jonathan Shestack']","['Zoey Deutch', 'Halston Sage', 'Logan Miller', 'Kian Lawley', 'Elena Kampouris', 'Diego Boneta', 'Jennifer Beals']",Zoey Deutch,Michael Fimognari,"['Awesomeness Films', 'Jon Shestack Productions']",Open Road Films,2017-01-21,1.0,99.0,United States,English,5000000.0,18900000.0,4690214.0,PG-13
Table 19,Jeffrey Blitz,"['Shawn Levy', 'Tom McNulty', 'Mark Roberts', 'P.Jennifer Dana']","['Anna Kendrick', 'Craig Robinson', 'June Squibb', 'Lisa Kudrow', 'Stephen Merchant', 'Tony Revolori', 'Wyatt Russell', 'Amanda Crew']",Anna Kendrick,Ben Richardson,"['3311 Productions', '21 Laps Entertainment']",Fox Searchlight Pictures,2017-03-03,3.0,87.0,United States,English,5000000.0,5000000.0,1597928.0,PG-13
The Last Word,Mark Pellington,"['Mark Pellington', 'Anne Marie MacKay', 'Kirk D’Amico', 'Aaron Magnani']","['Shirley MacLaine', 'Amanda Seyfried']",Shirley MacLaine,Eric Koretz,"['Wondros', 'Myriad Pictures', 'Aaron Magnani Productions']",Bleecker Street,2017-01-24,1.0,108.0,United States,English,,,31630.0,R
Catfight,Onur Tukel,"['Greg Newman', 'Gigi Graff']","['Sandra Oh', 'Anne Heche', 'Alicia Silverstone', 'Amy Hill', 'Tituss Burgess', 'Myra Lucretia Taylor', 'Ariel Kavoussi', 'Craig Bierko', 'Dylan Baker']",Sandra Oh,Zoe White,['MPI Media Group'],Dark Sky Films,2016-09-09,9.0,96.0,United States,English,,,,Unknown
Donald Cried,Kristopher Avedisian,"['Allison Rose Carter', 'Sam Fleischner', 'Kyle Martin']","['Kristopher Avedisian', 'Jesse Wakeman', 'Louisa Krause', 'Ted Arcidi']",Kristopher Avedisian,Sam Fleischner,"['Electric Chinoland', 'Rough House Pictures']",The Orchard,2016-03-12,3.0,85.0,United States,English,,,7977.0,Unknown
Kong: Skull Island,Jordan Vogt-Roberts,"['Thomas Tull', 'Mary Parent', 'Jon Jashni', 'Alex Garcia']","['Tom Hiddleston', 'Samuel L. Jackson', 'John Goodman', 'Brie Larson', 'Jing Tian', 'Toby Kebbell', 'John Ortiz', 'Corey Hawkins', 'Jason Mitchell', 'Shea Whigham', 'Thomas Mann', 'Terry Notary', 'John C. Reilly']",Tom Hiddleston,Larry Fong,"['Legendary Pictures', 'Tencent Pictures']",Warner Bros. Pictures,2017-02-28,2.0,118.0,United States,English,185000000.0,566700000.0,61025472.0,PG-13
Beauty and the Beast,Bill Condon,"['David Hoberman', 'Todd Lieberman']","['Emma Watson', 'Dan Stevens', 'Luke Evans', 'Kevin Kline', 'Josh Gad', 'Ewan McGregor', 'Stanley Tucci', 'Audra McDonald', 'Gugu Mbatha-Raw', 'Ian McKellen', 'Emma Thompson']",Emma Watson,Tobias A. Schliessler,"['Walt Disney Pictures', 'Mandeville Films']","['Walt Disney Studios', 'Motion Pictures']",2017-02-23,2.0,129.0,United States,English,160000000.0,1264000000.0,174750616.0,PG
The Belko Experiment,Greg McLean,"['Peter Safran', 'James Gunn']","['John Gallagher Jr.', 'Tony Goldwyn', 'Adria Arjona', 'John C. McGinley', 'Melonie Diaz', 'Josh Brener', 'Michael Rooker']",John Gallagher Jr.,Luis David Sansas,"['Troll Court Entertainment', 'The Safran Company', 'Metro-Goldwyn-Mayer']","['Orion Pictures', 'BH Tilt']",2016-09-10,9.0,89.0,United States,English,5000000.0,11100000.0,4137230.0,R
Song to Song,Terrence Malick,"['Nicolas Gonda', 'Sarah Green', 'Ken Kao']","['Michael Fassbender', 'Ryan Gosling', 'Rooney Mara', 'Natalie Portman']",Michael Fassbender,Emmanuel Lubezki,"['Buckeye Pictures', 'Waypoint Entertainment', 'FilmNation Entertainment']",Broad Green Pictures,2017-03-10,3.0,129.0,United States,English,,,50559.0,R
Atomica,Dagen Merrill,"['Jaime Burke', 'Vahan Paretchan']","['Dominic Monaghan', 'Tom Sizemore', 'Sarah Habel']",Dominic Monaghan,,,Syfy Films,2017-03-17,3.0,,United States,English,,,18286420.0,R
All Nighter,Gavin Wiesen,"['Josh Crook', 'P. Jennifer Dana', 'Adi Ezroni', 'Mandy Tagger']","['J. K. Simmons', 'Emile Hirsch', 'Taran Killam', 'Kristen Schaal', 'Analeigh Tipton']",J. K. Simmons,Seamus Tierney,"['Spring Pictures', 'Wing and a Prayer Pictures', 'Abbolita Films', 'Heretic Films']",Good Deed Entertainment,2017-03-17,3.0,86.0,United States,English,,,,R
The Devil's Candy,Sean Byrne,"['Jess Calder', 'Keith Calder']","['Ethan Embry', 'Shiri Appleby', 'Kiara Glasco', 'Pruitt Taylor Vince']",Ethan Embry,Simon Chapman,['Snoot Entertainment'],IFC Midnight,2015-09-13,9.0,80.0,United States,English,,,,Unknown
Power Rangers,Dean Israelite,"['Haim Saban', 'Brian Casentini', 'Marty Bowen', 'Wyck Godfrey']","['Dacre Montgomery', 'Naomi Scott', 'RJ Cyler', 'Becky G', 'Ludi Lin', 'Bill Hader', 'Bryan Cranston', 'Elizabeth Banks']",Dacre Montgomery,Matthew J. Lloyd,"['Lionsgate', 'SCG Films', 'Temple Hill Entertainment']","['Lionsgate (United States)', 'Toei (Japan)']",2017-03-22,3.0,124.0,,English,105000000.0,142300000.0,40300288.0,PG-13
Life,Daniel Espinosa,"['David Ellison', 'Dana Goldberg', 'Bonnie Curtis', 'Julie Lynn']","['Jake Gyllenhaal', 'Rebecca Ferguson', 'Ryan Reynolds', 'Hiroyuki Sanada', 'Ariyon Bakare', 'Olga Dihovichnaya']",Jake Gyllenhaal,Seamus McGarvey,"['Columbia Pictures', 'Skydance Media']",Sony Pictures Releasing,2017-03-18,3.0,104.0,United States,English,58000000.0,100500000.0,12501936.0,R
Chips,Dax Shepard,"['Andrew Panay', 'Ravi Mehta']","['Dax Shepard', 'Michael Peña', 'Rosa Salazar', 'Adam Brody', ""Vincent D'Onofrio""]",Dax Shepard,Mitchell Amundsen,['Primate Pictures'],Warner Bros. Pictures,2017-03-20,3.0,101.0,United States,English,25000000.0,26800000.0,10123605.0,PG-13
Wilson,Craig Johnson,"['Jared Ian Goldman', 'Mary Jane Skalski']","['Woody Harrelson', 'Laura Dern', 'Isabella Amara', 'Judy Greer', 'Cheryl Hines']",Woody Harrelson,Frederick Elmes,['Ad Hominem Enterprises'],Fox Searchlight Pictures,2017-01-22,1.0,101.0,United States,English,5000000.0,,336227.0,R
Car Dogs,Adam Collis,"['Adam Collis', 'Stefanie Epstein', 'Mark Edward King', 'Adam Robinson', 'F. Miguel Valenti']","['Patrick J. Adams', 'Alessandra Torresani', 'Octavia Spencer', 'Dash Mihok', 'Stefanie Butler', 'Josh Hopkins', 'Nia Vardalos', 'Cory Hardrict', 'Chris Mulkey', 'George Lopez']",Patrick J. Adams,David Stump,,,2016-04-17,4.0,104.0,United States,English,,,5888.0,Unknown
Ghost in the Shell,Rupert Sanders,"['Avi Arad', 'Steven Paul', 'Michael Costigan']","['Scarlett Johansson', 'Michael Pitt', 'Pilou Asbæk', 'Chin Han', 'Juliette Binoche']",Scarlett Johansson,Jess Hall,"['Paramount Pictures', 'Amblin Partners', 'DreamWorks Pictures', 'Arad Productions', 'Reliance Entertainment', 'Steven Paul Productions']",Paramount Pictures,2017-03-16,3.0,107.0,,,110000000.0,169800000.0,18676033.0,PG-13
The Boss Baby,Tom McGrath,Ramsey Ann Naito,"['Alec Baldwin', 'Steve Buscemi', 'Jimmy Kimmel', 'Lisa Kudrow', 'Miles Bakshi']",Alec Baldwin,,['DreamWorks Animation'],20th Century Fox,2017-03-12,3.0,97.0,United States,English,125000000.0,528000000.0,50198902.0,PG
The Zookeeper's Wife,Niki Caro,"['Jeff Abberley', 'Jamie Patricof', 'Diane Miller Levin', 'Kim Zubick', 'Robbie Tollin']","['Jessica Chastain', 'Johan Heldenbergh', 'Daniel Brühl', 'Michael McElhatton']",Jessica Chastain,Andrij Parekh,"['Scion Films', 'Electric City Entertainment', 'Tollin Productions', 'Rowe/Miller Productions', 'Czech Anglo Productions']","['Focus Features', '(United States)', 'Universal Pictures', '(International)']",2017-03-08,3.0,126.0,,English,20000000.0,26200000.0,3288835.0,PG-13
The Blackcoat's Daughter,Osgood Perkins,"['Adrienne Biddle', 'Rob Paris', 'Bryan Bertino', 'Robert Menzies', 'Alphonse Ghossein']","['Emma Roberts', 'Kiernan Shipka', 'Lucy Boynton', 'Lauren Holly', 'James Remar']",Emma Roberts,Julie Kirkwood,"['Paris Film', 'Unbroken Pictures', 'Zed Filmworks', 'Go Insane Films', 'Traveling Picture Show Company', 'Highland Film Group', '120db Films']","['A24', 'DirecTV Cinema']",2015-09-12,9.0,93.0,,,,,12402.0,R
The Discovery,Charlie McDowell,"['Alex Orlovsky', 'James D. Stern']","['Jason Segel', 'Rooney Mara', 'Jesse Plemons', 'Riley Keough', 'Robert Redford']",Jason Segel,Sturla Brandth Grøvlen,"['Endgame Entertainment', 'Protagonist Pictures', 'A-Lo Films']",Netflix,2017-01-20,1.0,102.0,,English,,,3101563.0,PG-13
Carrie Pilby,Susan Johnson,"['Susan Johnson', 'Susan Cartsonis', 'Suzanne Farwell', 'Lisa Wolofsky', 'Brent Emery']","['Bel Powley', 'Vanessa Bayer', ""Colin O'Donoghue"", 'William Moseley', 'Jason Ritter', 'Gabriel Byrne', 'Nathan Lane']",Bel Powley,Gonzalo Amat,['Braveart Films'],The Orchard,2016-09-09,9.0,98.0,United States,English,,,13944.0,Unknown
The Case for Christ,Jon Gunn,"['Elizabeth Hatcher-Travis', 'Karl Horstmann', 'Michael Scott', 'David A. R. White', 'Alysoun Wolfe', 'Brittany Yost']","['Mike Vogel', 'Erika Christensen', 'Frankie Faison', 'Faye Dunaway', 'Robert Forster']",Mike Vogel,Brian Shanley,['Triple Horse Studios'],Pure Flix Entertainment,2017-04-07,4.0,113.0,United States,,3000000.0,17600000.0,3967885.0,PG
Smurfs: The Lost Village,Kelly Asbury,"['Jordan Kerner', 'Mary Ellen Bauder Andrews']","['Demi Lovato', 'Rainn Wilson', 'Joe Manganiello', 'Jack McBrayer', 'Danny Pudi', 'Michelle Rodriguez', 'Ellie Kemper', 'Ariel Winter', 'Jake Johnson', 'Meghan Trainor', 'Mandy Patinkin', 'Julia Roberts']",Demi Lovato,,"['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company', 'LStar Capital', 'Wanda Pictures']",Sony Pictures Releasing,2017-04-05,4.0,90.0,United States,English,60000000.0,197200000.0,13210449.0,PG
Going in Style,Zach Braff,Donald De Line,"['Morgan Freeman', 'Michael Caine', 'Alan Arkin', 'Ann-Margret', 'Joey King', 'Matt Dillon', 'Christopher Lloyd']",Morgan Freeman,Rodney Charters,"['New Line Cinema', 'Village Roadshow Pictures', 'Ratpac-Dune Entertainment', 'De Line Pictures']",Warner Bros. Pictures,2017-03-30,3.0,96.0,United States,English,25000000.0,84900000.0,11932330.0,PG-13
Colossal,Nacho Vigalondo,"['Nahikari Ipiña', 'Russell Levine', 'Nicolas Chartier', 'Zev Foreman', 'Dominic Rustam']","['Anne Hathaway', 'Jason Sudeikis', 'Dan Stevens', 'Austin Stowell', 'Tim Blake Nelson']",Anne Hathaway,Eric Kress,"['Voltage Pictures', 'Route One Entertainment', 'Legion M', 'Union Investment Partners', 'Sayaka Producciones', 'Brightlight Pictures']","['Neon', 'Mongrel Media', 'Versus Entertainment', 'Dreamfact Entertainment']",2016-09-09,9.0,110.0,,English,15000000.0,4500000.0,120226.0,R
Gifted,Marc Webb,"['Karen Lunder', 'Andy Cohen']","['Chris Evans', 'Mckenna Grace', 'Lindsay Duncan', 'Jenny Slate', 'Octavia Spencer']",Chris Evans,Stuart Dryburgh,"['TSG Entertainment', 'FilmNation Entertainment', 'Grade A Entertainment', 'DayDay Films']",Fox Searchlight Pictures,2017-04-07,4.0,101.0,United States,English,7000000.0,43000000.0,446380.0,PG-13
Aftermath,Elliott Lester,"['Scott Franklin', 'Randall Emmett', 'Eric Watson', 'George Furla', 'Peter Dealbert', 'Arnold Schwarzenegger', 'Darren Aronofsky']","['Arnold Schwarzenegger', 'Scoot McNairy', 'Maggie Grace', 'Martin Donovan']",Arnold Schwarzenegger,Pieter Vermeer,"['Emmett/Furla/Oasis Films', 'Pacific View Management', 'Protozoa Pictures', 'Grindstone Entertainment Group']",Lionsgate Premiere,2017-04-07,4.0,92.0,United States,English,10500000.0,,,R
The Fate of the Furious,F. Gary Gray,"['Neal H. Moritz', 'Vin Diesel', 'Michael Fottrell']","['Vin Diesel', 'Dwayne Johnson', 'Jason Statham', 'Michelle Rodriguez', 'Tyrese Gibson', 'Chris ""Ludacris"" Bridges', 'Scott Eastwood', 'Nathalie Emmanuel', 'Elsa Pataky', 'Kurt Russell', 'Kristofer Hivju', 'Charlize Theron']",Vin Diesel,Stephen F. Windon,"['Original Film', 'One Race Films', 'China Film']",Universal Pictures,2017-04-04,4.0,136.0,United States,English,250000000.0,1236000000.0,98786705.0,PG-13
Spark,Aaron Woodley,"['Tracy Grant', 'Woo-Kyung Jung']","['Jace Norman', 'Jessica Biel', 'Susan Sarandon', 'Patrick Stewart', 'Hilary Swank']",Jace Norman,,"['ToonBox Entertainment', 'Redrover', 'Gulfstream Pictures']",Open Road Films,2016-04-22,4.0,90.0,,English,40000000.0,1040000.0,116873.0,PG
